id,subject,body,text,category,category_id
flight_26,Pack Your Bags! Lufthansa Flight LU556 Awaits,"Business travel itinerary: Lufthansa Flight LU556. Departure: New York at 04:04, arrival: Kuala Lumpur at 22:30.","Pack Your Bags! Lufthansa Flight LU556 Awaits Business travel itinerary: Lufthansa Flight LU556. Departure: New York at 04:04, arrival: Kuala Lumpur at 22:30.",flight_booking,7
flight_27,Travel Abroad with Singapore Airlines – Tokyo to London,Booking complete! Singapore Airlines Flight SI891 from Tokyo to London. Departure: 2025-12-03 at 07:55. Arrival: 01:15. Reserve extras here: https://www.singaporeairlines.com/book/SI891,Travel Abroad with Singapore Airlines – Tokyo to London Booking complete! Singapore Airlines Flight SI891 from Tokyo to London. Departure: 2025-12-03 at 07:55. Arrival: 01:15. Reserve extras here: https://www.singaporeairlines.com/book/SI891,flight_booking,7
flight_28,Confirmation: Qatar Airways Mumbai → Tokyo,"Your next adventure starts here! Qatar Airways Flight QA807, Mumbai → Tokyo, 2025-11-14. Seat Class: Economy.","Confirmation: Qatar Airways Mumbai → Tokyo Your next adventure starts here! Qatar Airways Flight QA807, Mumbai → Tokyo, 2025-11-14. Seat Class: Economy.",flight_booking,7
flight_29,Domestic Flight Booking Confirmed: Lufthansa LU701,Explore London on 2025-11-01! Flight LU701 with Lufthansa departs Mumbai at 01:16.,Domestic Flight Booking Confirmed: Lufthansa LU701 Explore London on 2025-11-01! Flight LU701 with Lufthansa departs Mumbai at 01:16.,flight_booking,7
flight_30,Business Travel? Singapore Airlines SI699 Itinerary,Adventure awaits! Singapore Airlines Flight SI699 from Chennai to London. Pack your bags and enjoy the journey.,Business Travel? Singapore Airlines SI699 Itinerary Adventure awaits! Singapore Airlines Flight SI699 from Chennai to London. Pack your bags and enjoy the journey.,flight_booking,7
flight_31,Exclusive: Qatar Airways Flight Deals for Seoul → New York,"Upgrade your seat for extra comfort on Qatar Airways QA809. Departure Seoul, arrival New York.","Exclusive: Qatar Airways Flight Deals for Seoul → New York Upgrade your seat for extra comfort on Qatar Airways QA809. Departure Seoul, arrival New York.",flight_booking,7
flight_32,🕒 Departure Alert: Emirates Flight EM932 on 2025-11-04,Hello! Your flight EM932 with Emirates is confirmed. Depart from Mumbai at 18:18 on 2025-11-04 and arrive at New York at 12:24. Seat Class: Business. Price: $1313.,🕒 Departure Alert: Emirates Flight EM932 on 2025-11-04 Hello! Your flight EM932 with Emirates is confirmed. Depart from Mumbai at 18:18 on 2025-11-04 and arrive at New York at 12:24. Seat Class: Business. Price: $1313.,flight_booking,7
flight_33,Reminder: Lufthansa Flight LU849 on 2025-11-08,"Business travel itinerary: Lufthansa Flight LU849. Departure: Dubai at 12:42, arrival: Chennai at 18:43.","Reminder: Lufthansa Flight LU849 on 2025-11-08 Business travel itinerary: Lufthansa Flight LU849. Departure: Dubai at 12:42, arrival: Chennai at 18:43.",flight_booking,7
flight_34,Your Next Adventure: Singapore Airlines Dubai → Kuala Lumpur,Explore Kuala Lumpur on 2025-12-16! Flight SI525 with Singapore Airlines departs Dubai at 10:38.,Your Next Adventure: Singapore Airlines Dubai → Kuala Lumpur Explore Kuala Lumpur on 2025-12-16! Flight SI525 with Singapore Airlines departs Dubai at 10:38.,flight_booking,7
flight_35,🛫 Your Flight QA737 with Qatar Airways is Booked!,Last chance to check-in for your flight QA737 with Qatar Airways. Departure: 2025-11-02 03:16.,🛫 Your Flight QA737 with Qatar Airways is Booked! Last chance to check-in for your flight QA737 with Qatar Airways. Departure: 2025-11-02 03:16.,flight_booking,7
flight_36,Enjoy Premium Comfort on Emirates Flight EM543,Booking complete! Emirates Flight EM543 from Chennai to Mumbai. Departure: 2025-12-23 at 15:44. Arrival: 19:59. Reserve extras here: https://www.emirates.com/book/EM543,Enjoy Premium Comfort on Emirates Flight EM543 Booking complete! Emirates Flight EM543 from Chennai to Mumbai. Departure: 2025-12-23 at 15:44. Arrival: 19:59. Reserve extras here: https://www.emirates.com/book/EM543,flight_booking,7
flight_37,Enjoy Premium Comfort on Emirates Flight EM347,Hurry! Boarding for Emirates Flight EM347 begins soon. Don't miss your departure.,Enjoy Premium Comfort on Emirates Flight EM347 Hurry! Boarding for Emirates Flight EM347 begins soon. Don't miss your departure.,flight_booking,7
flight_38,Pack Your Bags! Cathay Pacific Flight CA401 Awaits,"Reminder: Check-in is open for your Cathay Pacific Flight CA401. Departure from Chennai at 02:39, arriving Mumbai at 04:15.","Pack Your Bags! Cathay Pacific Flight CA401 Awaits Reminder: Check-in is open for your Cathay Pacific Flight CA401. Departure from Chennai at 02:39, arriving Mumbai at 04:15.",flight_booking,7
flight_39,Group Booking Confirmed: Emirates EM163,Booking complete! Emirates Flight EM163 from London to Chennai. Departure: 2025-11-21 at 08:26. Arrival: 03:27. Reserve extras here: https://www.emirates.com/book/EM163,Group Booking Confirmed: Emirates EM163 Booking complete! Emirates Flight EM163 from London to Chennai. Departure: 2025-11-21 at 08:26. Arrival: 03:27. Reserve extras here: https://www.emirates.com/book/EM163,flight_booking,7
flight_40,Miles Update: Lufthansa Flight LU283 Confirmation,Hello! Your flight LU283 with Lufthansa is confirmed. Depart from New York at 09:05 on 2025-12-13 and arrive at Chennai at 01:41. Seat Class: Business. Price: $829.,Miles Update: Lufthansa Flight LU283 Confirmation Hello! Your flight LU283 with Lufthansa is confirmed. Depart from New York at 09:05 on 2025-12-13 and arrive at Chennai at 01:41. Seat Class: Business. Price: $829.,flight_booking,7
flight_41,Flight DE719 with Delta – Booking Complete,Special offer! Add baggage or meals to your Delta flight DE719 at https://www.delta.com/book/DE719.,Flight DE719 with Delta – Booking Complete Special offer! Add baggage or meals to your Delta flight DE719 at https://www.delta.com/book/DE719.,flight_booking,7
flight_42,Confirmation: Delta Seoul → London,✈️ Ready for takeoff? Flight DE201 with Delta departs Seoul at 01:03. Arrival: London at 14:55.,Confirmation: Delta Seoul → London ✈️ Ready for takeoff? Flight DE201 with Delta departs Seoul at 01:03. Arrival: London at 14:55.,flight_booking,7
flight_43,Booking Successful: Singapore Airlines Flight SI167,Explore Dubai on 2025-11-21! Flight SI167 with Singapore Airlines departs Tokyo at 08:56.,Booking Successful: Singapore Airlines Flight SI167 Explore Dubai on 2025-11-21! Flight SI167 with Singapore Airlines departs Tokyo at 08:56.,flight_booking,7
flight_44,⏳ Boarding Soon: IndiGo IN274,Booking complete! IndiGo Flight IN274 from Tokyo to London. Departure: 2025-12-04 at 01:51. Arrival: 01:58. Reserve extras here: https://www.indigo.com/book/IN274,⏳ Boarding Soon: IndiGo IN274 Booking complete! IndiGo Flight IN274 from Tokyo to London. Departure: 2025-12-04 at 01:51. Arrival: 01:58. Reserve extras here: https://www.indigo.com/book/IN274,flight_booking,7
flight_45,Earn Miles on Emirates Flight EM610,Explore London on 2025-12-02! Flight EM610 with Emirates departs Kuala Lumpur at 15:24.,Earn Miles on Emirates Flight EM610 Explore London on 2025-12-02! Flight EM610 with Emirates departs Kuala Lumpur at 15:24.,flight_booking,7
flight_46,Miles Update: Cathay Pacific Flight CA135 Confirmation,It's almost time to fly! Cathay Pacific CA135 departs Seoul at 02:10. Arrival: Dubai at 09:15.,Miles Update: Cathay Pacific Flight CA135 Confirmation It's almost time to fly! Cathay Pacific CA135 departs Seoul at 02:10. Arrival: Dubai at 09:15.,flight_booking,7
flight_47,VIP Access: IndiGo Flight IN972 Booking Confirmed,✈️ Ready for takeoff? Flight IN972 with IndiGo departs Mumbai at 12:53. Arrival: New York at 12:48.,VIP Access: IndiGo Flight IN972 Booking Confirmed ✈️ Ready for takeoff? Flight IN972 with IndiGo departs Mumbai at 12:53. Arrival: New York at 12:48.,flight_booking,7
flight_48,Confirmation: Delta Chennai → Singapore,Booking complete! Delta Flight DE453 from Chennai to Singapore. Departure: 2025-10-31 at 18:30. Arrival: 17:28. Reserve extras here: https://www.delta.com/book/DE453,Confirmation: Delta Chennai → Singapore Booking complete! Delta Flight DE453 from Chennai to Singapore. Departure: 2025-10-31 at 18:30. Arrival: 17:28. Reserve extras here: https://www.delta.com/book/DE453,flight_booking,7
flight_49,Reminder: IndiGo Flight IN261 on 2025-12-03,"Reminder: Check-in is open for your IndiGo Flight IN261. Departure from Beijing at 22:09, arriving Dubai at 09:09.","Reminder: IndiGo Flight IN261 on 2025-12-03 Reminder: Check-in is open for your IndiGo Flight IN261. Departure from Beijing at 22:09, arriving Dubai at 09:09.",flight_booking,7
flight_50,E-Ticket for Lufthansa Flight LU734 from New York to Kuala Lumpur,"Earn reward points on your upcoming flight LU734 with Lufthansa. Book meals, lounges, and more at https://www.lufthansa.com/book/LU734.","E-Ticket for Lufthansa Flight LU734 from New York to Kuala Lumpur Earn reward points on your upcoming flight LU734 with Lufthansa. Book meals, lounges, and more at https://www.lufthansa.com/book/LU734.",flight_booking,7
flight_51,VIP Access: Cathay Pacific Flight CA741 Booking Confirmed,"Reminder: Check-in is open for your Cathay Pacific Flight CA741. Departure from Tokyo at 16:32, arriving Chennai at 08:12.","VIP Access: Cathay Pacific Flight CA741 Booking Confirmed Reminder: Check-in is open for your Cathay Pacific Flight CA741. Departure from Tokyo at 16:32, arriving Chennai at 08:12.",flight_booking,7
flight_52,Business Travel? Emirates EM461 Itinerary,Hurry! Boarding for Emirates Flight EM461 begins soon. Don't miss your departure.,Business Travel? Emirates EM461 Itinerary Hurry! Boarding for Emirates Flight EM461 begins soon. Don't miss your departure.,flight_booking,7
flight_53,Ready to Fly? Qatar Airways QA656 from New York to Dubai,"Your next adventure starts here! Qatar Airways Flight QA656, New York → Dubai, 2025-11-30. Seat Class: First.","Ready to Fly? Qatar Airways QA656 from New York to Dubai Your next adventure starts here! Qatar Airways Flight QA656, New York → Dubai, 2025-11-30. Seat Class: First.",flight_booking,7
flight_54,Earn Points on Your Upcoming Flight DE665 with Delta,Booking complete! Delta Flight DE665 from Chennai to Dubai. Departure: 2025-11-27 at 16:13. Arrival: 20:33. Reserve extras here: https://www.delta.com/book/DE665,Earn Points on Your Upcoming Flight DE665 with Delta Booking complete! Delta Flight DE665 from Chennai to Dubai. Departure: 2025-11-27 at 16:13. Arrival: 20:33. Reserve extras here: https://www.delta.com/book/DE665,flight_booking,7
flight_55,Confirmation: Emirates Tokyo → London,"Your VIP access is confirmed for Emirates Flight EM753. Seat Class: Economy. Departure: 2025-11-13, 16:19.","Confirmation: Emirates Tokyo → London Your VIP access is confirmed for Emirates Flight EM753. Seat Class: Economy. Departure: 2025-11-13, 16:19.",flight_booking,7
flight_56,Ready to Fly? Qatar Airways QA648 from New York to London,Explore London on 2025-11-14! Flight QA648 with Qatar Airways departs New York at 02:18.,Ready to Fly? Qatar Airways QA648 from New York to London Explore London on 2025-11-14! Flight QA648 with Qatar Airways departs New York at 02:18.,flight_booking,7
flight_57,Confirmation: Lufthansa Kuala Lumpur → Beijing,✈️ Ready for takeoff? Flight LU641 with Lufthansa departs Kuala Lumpur at 03:51. Arrival: Beijing at 02:50.,Confirmation: Lufthansa Kuala Lumpur → Beijing ✈️ Ready for takeoff? Flight LU641 with Lufthansa departs Kuala Lumpur at 03:51. Arrival: Beijing at 02:50.,flight_booking,7
flight_58,Exclusive: Qatar Airways Flight Deals for Singapore → Mumbai,Last chance to check-in for your flight QA669 with Qatar Airways. Departure: 2025-11-29 03:21.,Exclusive: Qatar Airways Flight Deals for Singapore → Mumbai Last chance to check-in for your flight QA669 with Qatar Airways. Departure: 2025-11-29 03:21.,flight_booking,7
flight_59,✈️ Adventure Starts Soon: Emirates Flight EM706,Your journey is ready! Flight EM706 with Emirates leaves Dubai at 04:48 on 2025-11-12 and lands in Seoul at 22:20. Seat Class: Economy.,✈️ Adventure Starts Soon: Emirates Flight EM706 Your journey is ready! Flight EM706 with Emirates leaves Dubai at 04:48 on 2025-11-12 and lands in Seoul at 22:20. Seat Class: Economy.,flight_booking,7
flight_60,Your VIP Seat on Qatar Airways Flight QA713 is Ready,"Business travel itinerary: Qatar Airways Flight QA713. Departure: Dubai at 05:04, arrival: New York at 02:08.","Your VIP Seat on Qatar Airways Flight QA713 is Ready Business travel itinerary: Qatar Airways Flight QA713. Departure: Dubai at 05:04, arrival: New York at 02:08.",flight_booking,7
flight_61,Your Flight with Lufthansa is Confirmed! ✈️,Hello! Your flight LU685 with Lufthansa is confirmed. Depart from Kuala Lumpur at 01:02 on 2025-11-08 and arrive at Chennai at 00:24. Seat Class: Business. Price: $1114.,Your Flight with Lufthansa is Confirmed! ✈️ Hello! Your flight LU685 with Lufthansa is confirmed. Depart from Kuala Lumpur at 01:02 on 2025-11-08 and arrive at Chennai at 00:24. Seat Class: Business. Price: $1114.,flight_booking,7
flight_62,Your Flight with IndiGo is Confirmed! ✈️,"Enjoy premium comfort and priority boarding on your IndiGo Flight IN658. Departure 2025-11-18, Dubai → Kuala Lumpur.","Your Flight with IndiGo is Confirmed! ✈️ Enjoy premium comfort and priority boarding on your IndiGo Flight IN658. Departure 2025-11-18, Dubai → Kuala Lumpur.",flight_booking,7
flight_63,Earn Miles on Emirates Flight EM506,Travel across continents! Emirates Flight EM506 from New York to Beijing departs 2025-11-22. Check-in: https://www.emirates.com/book/EM506,Earn Miles on Emirates Flight EM506 Travel across continents! Emirates Flight EM506 from New York to Beijing departs 2025-11-22. Check-in: https://www.emirates.com/book/EM506,flight_booking,7
flight_64,Earn Points on Your Upcoming Flight QA646 with Qatar Airways,It's almost time to fly! Qatar Airways QA646 departs Dubai at 23:16. Arrival: Singapore at 02:44.,Earn Points on Your Upcoming Flight QA646 with Qatar Airways It's almost time to fly! Qatar Airways QA646 departs Dubai at 23:16. Arrival: Singapore at 02:44.,flight_booking,7
flight_65,🛫 Your Flight DE729 with Delta is Booked!,"Enjoy premium comfort and priority boarding on your Delta Flight DE729. Departure 2025-12-05, New York → Kuala Lumpur.","🛫 Your Flight DE729 with Delta is Booked! Enjoy premium comfort and priority boarding on your Delta Flight DE729. Departure 2025-12-05, New York → Kuala Lumpur.",flight_booking,7
flight_66,Booking Successful: Emirates Flight EM732,Your journey is ready! Flight EM732 with Emirates leaves London at 22:58 on 2025-12-26 and lands in Singapore at 01:29. Seat Class: Business.,Booking Successful: Emirates Flight EM732 Your journey is ready! Flight EM732 with Emirates leaves London at 22:58 on 2025-12-26 and lands in Singapore at 01:29. Seat Class: Business.,flight_booking,7
flight_67,Flight CA780 with Cathay Pacific – Booking Complete,Explore Tokyo on 2025-12-20! Flight CA780 with Cathay Pacific departs London at 14:58.,Flight CA780 with Cathay Pacific – Booking Complete Explore Tokyo on 2025-12-20! Flight CA780 with Cathay Pacific departs London at 14:58.,flight_booking,7
flight_68,Business Travel? Delta DE456 Itinerary,Family trip confirmed! Delta Flight DE456 from Singapore to Mumbai. Seats booked: Economy.,Business Travel? Delta DE456 Itinerary Family trip confirmed! Delta Flight DE456 from Singapore to Mumbai. Seats booked: Economy.,flight_booking,7
flight_69,Luxury Travel Awaits! Delta DE364 Booking Confirmed,Booking complete! Delta Flight DE364 from Kuala Lumpur to New York. Departure: 2025-11-07 at 15:49. Arrival: 17:59. Reserve extras here: https://www.delta.com/book/DE364,Luxury Travel Awaits! Delta DE364 Booking Confirmed Booking complete! Delta Flight DE364 from Kuala Lumpur to New York. Departure: 2025-11-07 at 15:49. Arrival: 17:59. Reserve extras here: https://www.delta.com/book/DE364,flight_booking,7
flight_70,Your Journey with Cathay Pacific is About to Begin!,Special offer! Add baggage or meals to your Cathay Pacific flight CA680 at https://www.cathaypacific.com/book/CA680.,Your Journey with Cathay Pacific is About to Begin! Special offer! Add baggage or meals to your Cathay Pacific flight CA680 at https://www.cathaypacific.com/book/CA680.,flight_booking,7
flight_71,Your Next Adventure: Emirates New York → Dubai,Explore Dubai on 2025-11-09! Flight EM420 with Emirates departs New York at 01:41.,Your Next Adventure: Emirates New York → Dubai Explore Dubai on 2025-11-09! Flight EM420 with Emirates departs New York at 01:41.,flight_booking,7
flight_72,Boarding Pass Inside: Singapore Airlines Flight SI531,Your journey is ready! Flight SI531 with Singapore Airlines leaves Tokyo at 00:43 on 2025-12-22 and lands in London at 05:16. Seat Class: Economy.,Boarding Pass Inside: Singapore Airlines Flight SI531 Your journey is ready! Flight SI531 with Singapore Airlines leaves Tokyo at 00:43 on 2025-12-22 and lands in London at 05:16. Seat Class: Economy.,flight_booking,7
flight_73,Prepare for Departure: Delta DE708 from Seoul,Booking complete! Delta Flight DE708 from Seoul to Chennai. Departure: 2025-12-21 at 09:04. Arrival: 19:39. Reserve extras here: https://www.delta.com/book/DE708,Prepare for Departure: Delta DE708 from Seoul Booking complete! Delta Flight DE708 from Seoul to Chennai. Departure: 2025-12-21 at 09:04. Arrival: 19:39. Reserve extras here: https://www.delta.com/book/DE708,flight_booking,7
flight_74,Enjoy Premium Comfort on Cathay Pacific Flight CA880,Travel across continents! Cathay Pacific Flight CA880 from New York to Seoul departs 2025-12-02. Check-in: https://www.cathaypacific.com/book/CA880,Enjoy Premium Comfort on Cathay Pacific Flight CA880 Travel across continents! Cathay Pacific Flight CA880 from New York to Seoul departs 2025-12-02. Check-in: https://www.cathaypacific.com/book/CA880,flight_booking,7
flight_75,Don't Forget! Cathay Pacific Flight CA878 on 2025-12-22,Travel across continents! Cathay Pacific Flight CA878 from Tokyo to Mumbai departs 2025-12-22. Check-in: https://www.cathaypacific.com/book/CA878,Don't Forget! Cathay Pacific Flight CA878 on 2025-12-22 Travel across continents! Cathay Pacific Flight CA878 from Tokyo to Mumbai departs 2025-12-22. Check-in: https://www.cathaypacific.com/book/CA878,flight_booking,7
flight_76,Luxury Travel Awaits! Emirates EM209 Booking Confirmed,Special offer! Add baggage or meals to your Emirates flight EM209 at https://www.emirates.com/book/EM209.,Luxury Travel Awaits! Emirates EM209 Booking Confirmed Special offer! Add baggage or meals to your Emirates flight EM209 at https://www.emirates.com/book/EM209.,flight_booking,7
flight_77,Earn Miles on Delta Flight DE601,Your journey is ready! Flight DE601 with Delta leaves New York at 03:45 on 2025-11-28 and lands in London at 12:35. Seat Class: Business.,Earn Miles on Delta Flight DE601 Your journey is ready! Flight DE601 with Delta leaves New York at 03:45 on 2025-11-28 and lands in London at 12:35. Seat Class: Business.,flight_booking,7
flight_78,Urgent: Singapore Airlines Flight SI978 – Confirm Your Seat,Special offer! Add baggage or meals to your Singapore Airlines flight SI978 at https://www.singaporeairlines.com/book/SI978.,Urgent: Singapore Airlines Flight SI978 – Confirm Your Seat Special offer! Add baggage or meals to your Singapore Airlines flight SI978 at https://www.singaporeairlines.com/book/SI978.,flight_booking,7
